"words","term.freq","doc.freq"
"apladad-naʾdi[1]pn",1,1
"ṣanṣuru[1]pn",1,1
"saka-il[1]pn",1,1
"sin-šumu-ibni[1]pn",1,1
"buru-naṣaba[1]pn",1,1
"lubbur-pi[1]pn",1,1
"amu-rṭeše[1]pn",2,1
"haṣaya[hasaean]en",1,1
"alu-ašlaki[fuller-town]gn",1,1
"mullissu-haṣinat[1]pn",1,1
"nihti-eša-rau[1]pn",2,1
"ṣi-hu[1]pn",2,1
"sa-hpi-mau[1]pn",1,1
"muraqqiu[maker-of-perfumes]n",1,1
"ubru-mullissi[1]pn",1,1
"atiʾ[1]pn",2,1
"banitu[1]pn",1,1
"puṭu-paiti[1]pn",1,1
"belanu[1]dn",2,1
"suqayu[1]pn",1,1
"hirana[1]gn",1,1
"šaši[1]pn",1,1
"hirana[1]pn",1,1
"ham-lešir[1]pn",1,1
"diquqinaya[from-diquqina]en",1,1
"hehe[1]pn",1,1
"issar-mašlalati[1]pn",1,1
"zarû[winnow]v",1,1
"aššur-šumu-ibni[1]pn",1,1
"belu-naṣir[1]pn",1,1
"haṭṭušu-aldi[1]pn",1,1
"aia-šarru-ibni[1]pn",1,1
"abdi-sikuni[1]pn",1,1
"sabuʾ[1]pn",1,1
"idrunu[1]pn",1,1
"šep-issar-aṣbat[1]pn",1,1
"adda-pada[1]pn",1,1
"ratulu[1]pn",1,1
"bita[1]pn",1,1
"yaqira[1]pn",1,1
"zer-šangussu[1]pn",1,1
"laqisu[1]pn",1,1
"kilizaya[from-kilizi]gn",1,1
"ahi-larim[1]pn",1,1
"harranaya[from-harran]en",1,1
"kurbailaya[from-kurbail]en",1,1
"bel-lihkim[1]pn",1,1
"abu-ina-ekalli-lilbur[1]pn",1,1
"ahutu-hidi[1]pn",1,1
"nabu-tapputi-alik[1]pn",1,1
"pašanu[1]pn",1,1
"quni-huru[1]pn",1,1
"nabu-kenu-balliṭ[1]pn",1,1
"issar-ereš[1]pn",1,1
"šeʾu[1]pn",1,1
"gērû[opponent]n",1,1
"šar-ilani[1]pn",1,1
"hal-suhu[1]pn",1,1
"qili[1]pn",1,1
"mahite[1]pn",1,1
"amat-kurra[1]pn",1,1
"adunu-dala[1]pn",1,1
"agru[1]pn",1,1
"bel-samaʾ[1]pn",1,1
"mar-lihia[1]pn",1,1
"tuimmu[1]pn",1,1
"baniti[1]pn",1,1
"abnanu[1]pn",1,1
"yatama[1]pn",1,1
"bardi[1]pn",2,1
"rammanu[1]pn",1,1
"kišqaya[from-kišqa]gn",1,1
"upaqu[1]pn",2,1
"šupēltu[exchange]n",1,1
"dannu-nergal[1]pn",2,1
"busuku[1]pn",1,1
"isinnayu[1]pn",1,1
"kiribtu-aššur[1]pn",1,1
"suʾa[1]pn",1,1
"ninuaya[from-nineveh]en",1,1
"mukaʾʾin-šarrute-ilu[1]pn",1,1
"milqi[1]pn",1,1
"šuraya[from-šuru]en",1,1
"arakai[1]pn",1,1
"in-mati[1]gn",1,1
"hidiniba[1]gn",1,1
"nabu-kenu-ubbib[1]pn",1,1
"silim-inurta[1]pn",1,1
"seʾ-uri[1]pn",1,1
"našuh-qati-ṣabat[1]pn",1,1
"zubi-ṣidqi[1]pn",1,1
"sara-il[1]pn",1,1
"našuh-dala[1]pn",1,1
"il-našuh-milki[1]pn",1,1
"belu-ukin[1]pn",1,1
"kakkullu[mash-tub]n",1,1
"gugu[1]pn",1,1
"nabu-šapik-zeri[1]pn",3,1
"ša-ṣillaya[1]gn",2,1
"bel-ingal-duri[1]pn",2,1
"erudi[1]gn",1,1
"tiurame[1]pn",2,1
"alu-ikkarati[farmer-town]gn",1,1
"kapar-maṣi-ilu[1]gn",1,1
"remut-adad[1]pn",1,1
"kannu[(vessel-)stand]n",1,1
"eriba-ilu[1]pn",1,1
"seʾ-immi[1]pn",2,1
"diši[1]pn",2,1
"seʾ-iate[1]pn",1,1
"amru-issar[1]pn",1,1
"edasu[1]pn",1,1
"bagagi[1]pn",1,1
"ilu-balassu-iqbi[1]pn",1,1
"ṣil-adad[1]pn",1,1
"aššur-ahhe-uṣur[1]pn",1,1
"mannu-ki-inurta[1]pn",2,1
"ina-šar-nergal-allak[1]pn",2,1
"titi[1]pn",1,1
"gambulayu[1]pn",1,1
"yakiru[1]pn",1,1
"aššur-ahhe[1]pn",1,1
"ša-birtaya[1]gn",1,1
"baššaša[1]pn",1,1
"alu-masenni[city-of-the-treasurer]gn",1,1
"mudadi[1]pn",1,1
"nabu-ušezib[1]pn",2,1
"nabu-dur-beliya[1]pn",1,1
"hatinu[1]pn",1,1
"dur-ahhešu[1]pn",1,1
"ṭuri-baltu[1]pn",1,1
"yatanu[1]pn",1,1
"kurʾe-inurta[1]pn",1,1
"uaru[1]pn",1,1
"nabu-kaṣir[1]pn",1,1
"duʾa[1]gn",1,1
"lu-terik-šarrussu[1]pn",1,1
"nušku-iddina[1]pn",1,1
"belayu[1]pn",1,1
"taklak-ana-ili[1]pn",1,1
"taklak-ana-aššur[1]pn",1,1
"hazugu[1]pn",1,1
"nergal-uballissu[1]pn",1,1
"nergal-upniʾa[1]pn",1,1
"kisiri[1]gn",1,1
"issar-alik-pani[1]pn",1,1
"napi[1]pn",1,1
"aggaru[1]pn",1,1
"marduk-bani-ahhi[1]pn",1,1
"nergal-uballit[1]pn",1,1
"igi[1]pn",1,1
"nabisikki[1]pn",1,1
"susanaya[from-susanu]en",1,1
"nabu-ussetiq[1]pn",1,1
"sammu-rama[1]pn",1,1
"issaran-mušallim[1]pn",1,1
"silim-dadi[1]pn",1,1
"sallimaya[1]pn",1,1
"seʾ-idri[1]pn",1,1
"zana[1]pn",1,1
"nabu-ahu-eriba[1]pn",1,1
"ahi-qumu[1]pn",1,1
"adunu[1]pn",1,1
"halpaya[from-halpa]pn",1,1
"argunu[1]gn",1,1
"ṭabete[1]gn",1,1
"kapar-birtayu[1]gn",1,1
"aššur-taqqinanni[1]pn",1,1
"kuluʾu[(male-cultic-prostitute)]n",1,1
"šamaš-kenu-balliṭ[1]pn",1,1
"teše-ereš[1]pn",1,1
"quri[1]pn",1,1
"kettu-uṣur[1]pn",1,1
"samiku[1]pn",1,1
"nergal-leʾi[1]pn",1,1
"paripaza[1]pn",1,1
"aššur-zeru-iddina[1]pn",1,1
"ludune[1]pn",1,1
"bel-zeru-iqiša[1]pn",1,1
"sin-natannu[1]pn",1,1
"bazi[1]gn",1,1
"adda-iaba[1]pn",1,1
"burunatu[1]gn",1,1
"uštalahi[1]pn",1,1
"kusini[1]pn",1,1
"sahra[1]pn",1,1
"hursisu[1]pn",1,1
"takaʾin[1]pn",1,1
"inba[1]pn",1,1
"ahi-idri[1]pn",1,1
"il-dusu[1]pn",1,1
"kuṣura[1]pn",1,1
"azzanayu[1]pn",1,1
"adad-šarru-uṣur[1]pn",1,1
"saniti[1]wn",1,1
"zibbu[1]pn",1,1
"ammi-yababa[1]pn",1,1
"laia[1]pn",1,1
"ehe[1]pn",1,1
"adda-yaba[1]pn",1,1
"azarru[1]pn",1,1
"mati-ken[1]pn",1,1
"kubabu-lunu[1]pn",1,1
"armaya[1]gn",1,1
"ša-issar-šunu[1]pn",1,1
"paluʾa[1]pn",1,1
"nešu[1]pn",1,1
"šamaš-aplu-iddina[1]pn",1,1
"aissi[1]pn",1,1
"šibani[1]pn",1,1
"šagim[1]pn",1,1
"marduk-ter[1]pn",1,1
"milki-immi[1]pn",1,1
"ilu-ahu-uṣur[1]pn",1,1
"nuhbaya[from-nuhba]en",1,1
"sin-ahu-uṣur[1]pn",1,1
"urza[1]gn",1,1
"sa-eṭir[1]pn",1,1
"qullulu[1]pn",1,1
"šišilaya[from-šišil]en",1,1
"haldi-duri[1]pn",1,1
"ammi-suri[1]pn",1,1
"šišil[1]gn",1,1
"haria[1]pn",1,1
"hanunu-il[1]pn",1,1
"qanse[1]pn",1,1
"nikua[1]gn",1,1
"ṭiri[1]pn",1,1
"kapar-segalli[village-of-the-queen]gn",1,1
"hušāru[(mng.-unkown)]n",1,1
"banitu-ereš[1]pn",1,1
"bit-šelebuna[1]gn",2,1
"šeššayu[1]pn",1,1
"gadda[1]pn",1,1
"nāqidu[herdsman]n",1,1
"ṭab-ṣil-adad[1]pn",1,1
"parnu-uarri[1]pn",2,1
"isi[1]pn",1,1
"dayanu-idri[1]pn",1,1
"rama[1]pn",1,1
"buʾšaya[1]pn",1,1
"pudi[1]pn",1,1
"qutari[1]pn",1,1
"tilʾe[1]gn",1,1
"hati-il[1]pn",1,1
"kapar-nabu-šimanni[1]pn",1,1
"kapar-nabu-šimanni[1]gn",3,1
"happati[1]gn",1,1
"ammi-kenu[1]pn",3,1
"la-tubašanni-dadi[1]pn",2,1
"marduk-nadin-apli[1]pn",2,1
"asalluhi-ahhe-iddina[1]pn",1,1
"ipqu[1]pn",1,1
"pilaqqanu[1]pn",1,1
"nagahanu[1]pn",1,1
"nabu-turṣanni[1]pn",1,1
"nabu-eribanni[1]pn",1,1
"naṣir-edi[1]pn",1,1
"seʾ-habi[1]pn",1,1
"arnubu[1]pn",1,1
"kakkabānu[starry-one]n",2,1
"šumma-nabu[1]pn",1,1
"adi-mati-nabu[1]pn",1,1
"ila-eriba[1]pn",1,1
"aṣal-iau[1]pn",1,1
"zanbayu[1]gn",1,1
"aya-ahi[1]pn",1,1
"inurta-sukki[1]pn",1,1
"šep-inurta-aṣbat[1]pn",1,1
"nabu-bani-šarri[1]pn",1,1
"iqbi-ilani[1]pn",1,1
"silimmu[1]pn",1,1
"ša-erêšu[copper-peddler]n",1,1
"aya-šarru-ibni[1]pn",1,1
"šarru-nadin-ahhe[1]pn",1,1
"silimu[1]pn",1,1
"issar-emuqaya[1]pn",1,1
"eribua[1]pn",1,1
"ahu-ṭabu[1]pn",1,1
"alu-nappahi[smith-town]gn",1,1
"ahi-ṭuri[1]pn",1,1
"halabeše[1]pn",4,1
"illaya[1]pn",1,1
"puṭu-šisi[1]pn",1,1
"halabese[1]pn",1,1
"dadu[1]pn",1,1
"biʾisi[1]pn",1,1
"burtayu[1]pn",1,1
"abi-huru[1]pn",1,1
"labaṭi[1]pn",1,1
"adad-bel[1]pn",2,1
"ṣil-mullissu[1]pn",1,1
"auianu[1]pn",1,1
"qurqusia[1]pn",1,1
"gabšuete[1]gn",1,1
"mullissu-metu-balliṭ[1]pn",1,1
"ṭab-šar-papahi[1]pn",1,1
"ilaʾi-adad[1]pn",1,1
"il-ili[1]pn",1,1
"harimtūtu[status-of-temple-prostitute]n",1,1
"puṭi-athiš[1]pn",4,1
"uta-huru[1]pn",1,1
"hur-ši-ešu[1]pn",1,1
"hasa[1]pn",1,1
"habara[1]pn",1,1
"al-hapi-mepi[1]pn",1,1
"šumma-tazib[1]pn",1,1
"tamurṭiše[1]pn",1,1
"haqu-neši[1]pn",1,1
"ši-eše[1]pn",1,1
"šamaš-šallim-ahhe[1]pn",1,1
"inurta-abu-uṣur[1]pn",1,1
"dan-adad[1]pn",1,1
"zeru-samaʾ[1]pn",2,1
"šumma-ussezib[1]pn",1,1
"gula-šumu-ibni[1]pn",1,1
"qatānu[to-be(come)-thin]v",1,1
"su-baʾal[1]pn",1,1
"kunasi[1]pn",1,1
"birtayu[1]pn",1,1
"bel-iqišanni[1]pn",1,1
"kulaya[1]pn",1,1
"šelubu[1]pn",1,1
"nikkal-šumu-iddina[1]pn",1,1
"bessi-naʾdat[1]pn",1,1
"enati[1]gn",1,1
"teri[1]pn",1,1
"šamaš-kenu-dugul[1]pn",1,1
"huli[1]gn",1,1
"urdu-dagan[1]pn",1,1
"ṣuṣi[1]gn",1,1
"apaya[1]pn",1,1
"seʾ-amuti[1]pn",1,1
"urzunapi[1]pn",1,1
"ahi-limmi[1]pn",1,1
"abi-iti[1]pn",1,1
"sagullu[herd]n",1,1
"gala-gusu[1]pn",1,1
"hallaba[1]pn",1,1
"marduk-šimanni[1]pn",1,1
"la-tubašanni[1]pn",1,1
"saʾumu[1]pn",1,1
"zababa-ereš[1]pn",1,1
"mardukati[1]pn",1,1
"suni[1]pn",1,1
"halīdu[cavity]n",1,1
"abdudu[1]gn",1,1
"šaršaruttu[position-of-king-of-kings]n",1,1
"puhtu[(meaning-uncertain)]n",1,1
"nadin[1]pn",1,1
"harriru[1]pn",1,1
"nibe[1]pn",1,1
"barû[see]v",1,1
"mušarû[(royal)-inscription]n",2,1
"bussurtu[message]n",1,1
"bel-ahhe-riba[1]pn",1,1
"šabbu[1]gn",1,1
"guhuru[1]pn",1,1
"sanû[(meaning-unknown)]v",1,1
"šamaš-ruqaya[1]pn",1,1
"dišānu[(meaning-unknown)]n",1,1
"šapliš[below]av",1,1
"mandiraya[mandiraean]en",1,1
"dadunu[1]gn",1,1
"dur-anuniti[1]gn",1,1
"sin-kenu-uṣur[1]pn",2,1
"naṣibi[1]pn",2,1
"balaṭi[1]pn",1,1
"hanāqu[press]v",2,1
"marduk-šallim[1]pn",1,1
"ilumma-taklak[1]pn",3,1
"abdudaya[abdudaean]en",1,1
"šahāhu[become-loose]v",1,1
"hattaya[hittite]en",1,1
"aya-hari[1]pn",1,1
"padānu[way]n",1,1
"parāzu[(meaning-unknown)]v",1,1
"zalipaya[zalipaean]en",2,1
"laššūtu[lack-of-things]n",2,1
"hamban[1]gn",1,1
"tizu[1]gn",1,1
"kiguhtu[1]gn",1,1
"kizahasi[1]gn",1,1
"malahu[1]pn",1,1
"bit-kapsi[1]gn",1,1
"piusi[1]gn",1,1
"zala[1]pn",1,1
"bit-kapsiaya[bit-kapsian]en",1,1
"nalhiti[1]gn",1,1
"barû[(meaning-unknown)]v",1,1
"parsuaya[from-parsua]en",1,1
"bit-zualza[1]gn",1,1
"dasukku[1]pn",2,1
"ikkānû[your(s)]pp",1,1
"pēgu[taken-away]aj",1,1
"yadburu[1]gn",1,1
"erra-dala[1]pn",1,1
"bel-uṣur[1]pn",1,1
"bel-eriba[1]pn",1,1
"adda-ramu[1]pn",1,1
"kurkuzannu[piglet]n",1,1
"muppišu[maker]n",1,1
"narūqu[leather-bag]n",1,1
"tappû[companion]n",1,1
"ellipaya[ellipean]en",1,1
"niqi-tubliš[1]gn",1,1
"til-aššuri[1]gn",1,1
"karakku[1]pn",2,1
"aššur-ṣabtanni[1]pn",1,1
"uriakkaya[uriakkean]en",1,1
"akkuddu[1]gn",2,1
"izuzu[1]gn",1,1
"bienši[1]gn",1,1
"urumeqa[1]gn",1,1
"zabgagaya[zabgagaean]en",1,1
"zabgaga[1]gn",2,1
"satarnu[1]gn",1,1
"amakani[1]pn",1,1
"irtiašaya[irtiašaean]en",1,1
"parnaka[1]gn",1,1
"šahṭu[formed]aj",1,1
"kimar[1]gn",1,1
"parāʾu[sprout]v",1,1
"kannu[shoot]n",1,1
"daʾāqu[(meaning-unknown)]aj",1,1
"hadalpa[1]gn",1,1
"uppite[1]pn",1,1
"aya-barakka[1]pn",1,1
"tarbû[trainee]n",1,1
"gadya[1]pn",1,1
"šulmu-bel-ašme[1]pn",1,1
"niya[1]pn",2,1
"hunnuru[1]gn",2,1
"madaktu[1]gn",2,1
"hidalu[1]gn",1,1
"šūtu[south]n",1,1
"šadû[east]n",1,1
"ištānu[north]n",1,1
"amurru[west]n",1,1
"gabe[1]gn",2,1
"naprušu[fly]v",1,1
"zeru-iddina[1]pn",3,1
"mandiraya[1]en",1,1
"rapa-il[1]pn",1,1
"argada[1]gn",1,1
"dannunu[strengthened]aj",1,1
"yasubu[1]gn",1,1
"mehru[copy]n",1,1
"parsumaš[1]gn",1,1
"hupapani[1]gn",1,1
"qištu[forest]n",1,1
"bit-haʾiraya[1]en",1,1
"bit-sin-ibni[1]gn",1,1
"kuttumu[covered-over]aj",1,1
"halama[1]pn",1,1
"marpadaya[1]en",1,1
"marpada[1]gn",1,1
"hammû[confident]aj",1,1
"palāšu[perforate]v",1,1
"mannu-iri[1]pn",1,1
"zer-babili[1]pn",1,1
"kaššaya[kassite]en",3,1
"purīṭu[(meaning-unknown)]n",1,1
"tību[arousal]n",1,1
"takṣâtu[cold-weather]n",1,1
"yānumeš[(meaning-unknown)]n",1,1
"ṣala-il[1]pn",1,1
"anat[1]gn",1,1
"tuʾmanaya[1]en",1,1
"hatalla[1]gn",1,1
"bel-uduʾa[1]pn",1,1
"nugul[1]gn",1,1
"kutayu[1]pn",1,1
"seʾ-salamu[1]pn",1,1
"arranu[1]gn",2,1
"nahātu[be(come)-small]v",1,1
"puāšu[agree]v",1,1
"rakkubu[mounted]aj",1,1
"napṭu[naphtha]n",1,1
"šurdu[(part-of-a-waggon-wheel)]n",1,1
"šunagu[(meaning-unknown)]n",1,1
"yazapu[1]wn",1,1
"kadāru[delimit]v",1,1
"batulu[1]pn",3,1
"ina-qibi-bel-abluṭ[1]pn",1,1
"ubulu[1]gn",1,1
"hazannu[1]pn",2,1
"palihka-libluṭ[1]pn",1,1
"harranu[1]pn",1,1
"amat-bel-uṣur[1]pn",1,1
"naʾid-ešeriga[1]pn",1,1
"anu-ereš[1]pn",1,1
"paltaṣi[1]pn",1,1
"espu[gathered-together]aj",1,1
"bit-šilanu[1]gn",1,1
"kakkūsu[(a-stone)]n",1,1
"kiplu[twisting]n",1,1
"šidada[1]dn",2,1
"šērubu[brought-in]aj",1,1
"raʾiwanu[1]pn",1,1
"nagiataya[1]en",1,1
"rubuʾu[1]en",1,1
"litaʾu[1]en",1,1
"rahihu[1]en",1,1
"qabaya[1]pn",1,1
"la-baši[1]pn",1,1
"zaqiru[1]pn",1,1
"darataya[1]en",1,1
"darati[1]gn",4,1
"saʾeru[1]pn",2,1
"eriba[1]pn",1,1
"sin-duru-uṣur[1]pn",1,1
"teši-eṭir[1]pn",1,1
"ayāka[where?]qp",1,1
"hiuru[1]gn",1,1
"uṣur-adad[1]gn",1,1
"šarru-emuranni[2]pn",1,1
"ūṣu[arrow(head)]n",2,1
"esēru[enclose]v",1,1
"qudanati[1]gn",1,1
"habāšu[crush]v",1,1
"ahu-bani[1]pn",1,1
"umadi[1]pn",1,1
"abi-seʾ[1]pn",1,1
"duʾani-issar[1]pn",1,1
"aššur-bel-šarrani[1]pn",1,1
"iqbi-bel[1]gn",1,1
"rahba[1]gn",1,1
"raṭbu[damp]aj",1,1
"lussumu[very-fleet]aj",1,1
"seʾ-rame[1]pn",1,1
"guzanaya[guzanite]en",1,1
"bel-qatika-ṣabat[1]pn",1,1
"qurruru[sprinkled]aj",1,1
"kissikaya[1]en",1,1
"apu[reed-bed]n",1,1
"bit-zabidaya[1]en",1,1
"asu[myrtle]n",1,1
"qirbit[1]gn",1,1
"paukku[1]pn",1,1
"karkarhundir[1]gn",1,1
"ugar-nabu[1]gn",1,1
"pahāru[potter]n",2,1
"dalbānu[intervening-space]n",1,1
"aššur-reṣiwa[1]pn",1,1
"ahamma[apart]av",1,1
"mammēnu[(meaning-unknown)]n",1,1
"šamaš-reʾuwa[1]pn",1,1
"akkadayu[1]pn",1,1
"harbubu[(meaning-unknown)]n",1,1
"dikûtu[levy]n",1,1
"šullumu[accomplished]aj",1,1
"pigat[1]pn",1,1
"ṣabatti[1]pn",1,1
"rahāṣu[move]v",1,1
"ennet-aššur[1]pn",1,1
"rišteana[1]gn",1,1
"ša-bēt-qiqî[(profession)]n",1,1
"aparu[1]gn",1,1
"sakāku[block]v",1,1
"qurrubu[brought-close]aj",1,1
"zilītu[(meaning-unknown)]n",1,1
"raši-marduk[1]pn",1,1
"qurpissu[helmet]n",1,1
"šeršerratu[chain]n",1,1
"ṣadīdu[antimony]n",1,1
"yatiʾ[1]pn",1,1
"urtaku[1]pn",2,1
"ṭābtūtu[goodwill]n",1,1
"amušu[1]pn",1,1
"hamunayu[1]pn",1,1
"aššur-abu-iddina[1]pn",1,1
"si-abu[1]pn",1,1
"kunāšu[emmer]n",1,1
"šupuhru[(a-variety-or-part-of-the-cedar)]n",1,1
"ṣad[(meaning-unknown)]n",1,1
"pathu[holed]aj",1,1
"marduka[1]pn",1,1
"šumma-šarru[1]pn",1,1
"rahiṣ-dadi[1]pn",1,1
"iyaze[1]pn",3,1
"waksatar[cyaxares]pn",1,1
"paramu[1]pn",1,1
"kudana[1]gn",1,1
"minda[1]gn",1,1
"hullānu[(cloth)-cover]n",1,1
"šaridu[1]pn",1,1
"puhādu[lamb]v",1,1
"aššur-nadin-šumi[1]pn",1,1
"raṣappaya[from-raṣappa]en",1,1
"babu-gamilat[1]pn",1,1
"saggil-ramat[1]pn",1,1
"abi-ili[1]pn",1,1
"nergal-epuš[1]pn",1,1
"libbali-šarrat[1]pn",1,1
"aššur-etel-ilani-mukinni[esarhaddon]pn",1,1
"atti[you-(f.)]ip",1,1
"bel-zeru-ibni[1]pn",1,1
"ṣulû[supplication]n",1,1
"eṭûtu[darkness]n",1,1
"seʾ-rapaʾ[1]pn",1,1
"barhalzaya[from-barhalza]en",1,1
"ṭabhu[slaughtered]aj",1,1
"dalīlu[praise]n",1,1
"šakru[drunk]aj",2,1
"ša-pān-manê[accountant]n",1,1
"aššur-belu-kaʾʾin[1]pn",1,1
"rāʾimu[loving]aj",1,1
"purdû[(a-copper-object)]n",1,1
"kīpu[(meaning-uncertain)]n",1,1
"pakku[(a-metal-object)]n",3,1
"bulû[dry-wood]n",1,1
"paṣāṣu[(meaning-uncertain)]v",1,1
"mutakkil-adad[1]pn",1,1
"asalluhi-ereš[1]pn",1,1
"buddudu[wasted]aj",1,1
"iqbi-aššur[1]pn",1,1
"kar-salmanu-ašared[kar-shalmaneser]gn",1,1
"šatbû[removed]aj",1,1
"hamede[1]gn",1,1
"abni[1]pn",1,1
"ašru[taken-care-of]aj",1,1
"saraya[1]pn",1,1
"belet-babili[lady-of-babylon]dn",1,1
"bet-nayalani[1]gn",1,1
"nabu-šarhu-ubaša[1]pn",2,1
"zer-issar[1]pn",1,1
"muṣuraya[1]pn",1,1
"abi-nuri[1]pn",1,1
"bir-il[1]pn",1,1
"samsi-natan[1]pn",1,1
"aya-yababa[1]pn",1,1
"kispu[funerary-offering]n",1,1
"ilussa[1]pn",1,1
"muhhi-ili-šapkaku[1]pn",1,1
"tappaštu[(a-woollen-rug)]n",1,1
"qarrāru[(a-garment)]n",1,1
"daššu[buck]n",1,1
"mahhuru[adverse]aj",1,1
"muṣappiu[dyer]n",1,1
"haya[1]pn",1,1
"seʾ-rahi[1]pn",1,1
"balti-lešir[1]pn",1,1
"puṭiširi[1]pn",1,1
"sarhu[ecstatic]aj",1,1
"awyanu[1]pn",1,1
"šiptu[incantation]n",1,1
"qallīlu[unimportant]aj",1,1
"niqittu[retaliation]n",1,1
"radādu[chase]v",1,1
"neri-yau[1]pn",2,1
"palṭi-yau[1]pn",2,1
"zaza[1]pn",2,1
"tarṣi[1]pn",8,1
"hadûtu[joy]n",1,1
"bunbullu[cone?]n",1,1
"uṣultu[knife]n",1,1
"qinnatu[buttocks]n",1,1
"qarādu[be(come)-warlike]v",1,1
"šamaš-emuranni[1]pn",1,1
"herṣu[fragment]n",1,1
"halbišu[1]pn",1,1
"bar-uri[1]pn",1,1
"maqaltānu[(a-priest)]n",1,1
"baʾal-rakkab[1]pn",1,1
"ša-ṣilli[parasol]n",1,1
"dannatānu[powerful-man]n",1,1
"maṣātānu[influential-man]n",1,1
"ikīsu[brother-in-law]n",1,1
"lâdu[bend-down]v",1,1
"marduk-išmanni[1]pn",1,1
"nakāpu[push]v",1,1
"ekit[(meaning-unknown)]n",1,1
"ula[not]j",1,1
"harhar[1]gn",1,1
"āšipūtu[exorcism]n",1,1
"liqtu[gathered-material]n",1,1
"ṣallumu[black-wood]n",1,1
"pazūzu[(a-demon)]n",1,1
"hiddu[(a-bead)]n",2,1
"eqû[anoint]v",1,1
"šatīši[(meaning-unknown)]av",1,1
"luppu[(a-leather-bag)]n",1,1
"mašlu[equal]aj",1,1
"ekallitu[1]pn",1,1
"nasiʾ-bar[1]pn",2,1
"sumuti[1]pn",1,1
"tašlīšūtu[position-of-third-man-on-chariot]n",1,1
"appātūti[of-bridle]n",1,1
"hanbi[1]pn",1,1
"kusitu[kushite-woman]en",1,1
"arzi[1]pn",1,1
"ariri[1]pn",1,1
"tašlimtu[completed-handover]n",2,1
"pappardaliu[agate?]n",1,1
"takkassu[(small)-block-of-stone]n",1,1
"egizaggû[(an-ornamental-stone)]n",1,1
"atanha-ilu[1]pn",1,1
"ṭīmu[yarn]n",1,1
"ṣalimtu[black]n",1,1
"gabû[alum]n",1,1
"nitiru[nitre]n",1,1
"gulgullu[skull]n",1,1
"takrimāti[autumn]n",1,1
"dani[1]pn",1,1
"murabbânūtu[tutorship]n",1,1
"pānūtu[of-front]n",1,1
"ša-pān-nērebi[entrance-supervisor]n",1,1
"ša-pān-bēt-qātī[supervisor-of-the-storehouse]n",1,1
"adunu-milkuti[1]pn",1,1
"pan-nabu-lamur[1]pn",1,1
"unīqu[female-kid]n",1,1
"qisaya[1]pn",1,1
"zamāru[sing]v",1,1
"zazaki[1]pn",1,1
"aššur-daʾʾin-aplu[1]pn",1,1
"salmanu-ašared[shalmaneser-iii]pn",1,1
"nabu-šumu-kaʾʾin[1]pn",1,1
"malāhu[tear-out]v",1,1
"paṣādu[cut-into]v",1,1
"aptu[window]n",1,1
"aššur-šarru-iddina[1]pn",1,1
"aramiš-šar-ilani[1]pn",1,1
"tarninu[1]gn",1,1
"atamar-marduk[1]pn",1,1
"šakāru[be(come)-drunk]v",1,1
"šaddattunu[(meaning-unknown)]n",1,1
"pašāqu[be(come)-narrow]v",1,1
"nuri[1]pn",1,1
"šanûti-[for-the-second-time]av",1,1
"laqānu[(meaning-uncertain)]n",1,1
"gaṣṣānu[calcareous]aj",1,1
"narû[stele]n",1,1
"huṭāru[branch]n",1,1
"rāmu[(be)loved]aj",1,1
"rūbu[adulthood]n",1,1
"ṣumāmītu[(severe)-thirst]n",1,1
"laplaptu[thirst?]n",1,1
"nādu[(water-)skin]n",1,1
"ikkilu[1]pn",1,1
"ṣimirraya[from-ṣimirra]en",1,1
"pazû[(meaning-uncertain)]aj",1,1
"umite[1]pn",1,1
"napisaya[1]en",1,1
"amra[1]pn",1,1
"ammi-ladin[1]pn",1,1
"rukibtu[1]pn",1,1
"ṣummirātu[desires]n",1,1
"bit-unqiaya[1]en",1,1
"qilti[1]pn",1,1
"ahu-šamši[1]pn",1,1
"eriba-issar[1]pn",1,1
"ṣil-šarri[1]pn",1,1
"mannaipite[1]pn",1,1
"rama-il[1]pn",1,1
"addiqritušu[1]pn",1,1
"yairu[1]pn",1,1
"sudanina[1]gn",1,1
"dunni-šamaš[1]gn",1,1
"šar-warri[1]pn",1,1
"luliʾaya[1]en",1,1
"humbappi[1]pn",1,1
"humbareš[1]pn",2,1
"aššur-ušallim[1]pn",1,1
"ahu-dur-enši[1]pn",1,1
"irṭu[(meaning-unknown)]n",1,1
"ṭudi[1]pn",1,1
"barsipitu[borsippan]en",1,1
"ṭehû[be(come)-near-to]v",1,1
"sarrabanaya[1]en",2,1
"ituʾu[1]gn",1,1
"birtūtu[function-as-fort]n",1,1
"agarinnu[womb]n",1,1
"dūru[permanence]n",1,1
"asakku[(an-evil-demon)]n",2,1
"nišhu[diarrhoea]n",1,1
"marhaṣu[rinse]n",1,1
"adapa[1]pn",1,1
"ikkû[your(s)]pp",1,1
"pehû[sealed]aj",1,1
"nēmedu[couch]n",1,1
"arāru[curse]n",1,1
"nabu-mušezib[1]pn",1,1
"ṣalittu[dark-blue-wool]n",1,1
"sehpu[covering]n",1,1
"šamhaṣu[provoked-to-fight]aj",1,1
"maziu[(a-metal-vessel)]n",1,1
"qadītu[(meaning-unknown)]n",1,1
"ṣarāpu[burn]v",1,1
"šabšu[gathered-in]aj",1,1
"sipru[document]n",1,1
"sepēru[write-(in-aramaic-script)]v",1,1
"ubar-harran[1]pn",1,1
